chr1:14362-29370	WASH7P
chr1:89571816-89591842	GBP2
chr1:89597434-89641723	GBP7
chr1:89646831-89664633	GBP4
chr1:89724634-89738544	GBP5
chr1:89829436-89853719	GBP6
chr1:90024272-90063420	LRRC8B
chr1:90098644-90185094	LRRC8C
chr1:90286573-90401989	LRRC8D
chr1:90287480-90401989	LRRC8D
chr1:90460654-90472008	ZNF326
chr1:91248541-91297625	LOC105378853
chr1:91248541-91317195	LOC105378853
chr1:91380857-91487065	ZNF644
chr1:91966404-91991321	CDC7
chr1:91966665-91991321	CDC7
chr1:92145900-92351836	TGFBR3
chr1:92414928-92479985	BRDT
chr1:92545862-92613401	BTBD8
chr1:92683573-92711367	C1orf146
chr1:92711955-92764566	GLMN
chr1:92764522-92853732	RPAP2
chr1:92940318-92949356	GFI1
chr1:92940318-92952433	GFI1
chr1:92974253-93250663	EVI5
chr1:93297543-93307481	RPL5
chr1:93298286-93427079	FAM69A
chr1:93307717-93342707	FAM69A
chr1:93544792-93604638	MTF2
chr1:93615299-93646246	TMED5
chr1:93646273-93744287	CCDC18
chr1:93775666-93811368	CCDC18-AS1
chr1:93811478-93828148	DR1
chr1:94027298-94050719	BCAR3
chr1:94027343-94146926	BCAR3
chr1:94027343-94147394	BCAR3
chr1:94027343-94312706	BCAR3
chr1:94335014-94344762	DNTTIP2
chr1:94350756-94375154	GCLM
chr1:94458394-94586705	ABCA4
chr1:94634463-94703307	ARHGAP29
chr1:94883933-94944260	ABCD3
chr1:95123089-95285837	SLC44A3-AS1
chr1:95285898-95360803	SLC44A3
chr1:95286100-95360803	SLC44A3
chr1:95290049-95360803	SLC44A3
chr1:95393584-95428826	LOC729970
chr1:95558073-95663161	TMEM56
chr1:95583479-95710509	TMEM56-RWDD3
chr1:95699711-95712781	RWDD3
chr1:96457624-96488436	LOC102723661
chr1:97187161-97280605	PTBP2
chr1:97188194-97280605	PTBP2
chr1:97543300-98386615	DPYD
chr1:97561479-97788511	DPYD-AS1
chr1:98676267-98738214	LINC01776
chr1:99355801-99470449	PLPPR5
chr1:99469832-99614408	LOC100129620
chr1:99729848-99775138	PLPPR4
chr1:99937976-99953360	LINC01708
chr1:100111431-100160097	PALMD
chr1:100174259-100231349	FRRS1
chr1:100315640-100389579	AGL
chr1:100316045-100389579	AGL
chr1:100435992-100492534	SLC35A3
chr1:100503789-100548929	MFSD14A
chr1:100598706-100616054	TRMT13
chr1:100614004-100643829	LRRC39
chr1:100652478-100715409	DBT
chr1:100818023-100950926	CDC14A
chr1:100818023-100965021	CDC14A
chr1:101092606-101112560	LINC01349
chr1:101185196-101204601	VCAM1
chr1:101361632-101447311	SLC30A7
chr1:101455180-101491362	DPH5
chr1:101491402-101552935	LOC102606465
chr1:101789393-101842869	LINC01307
chr1:102268123-102312636	OLFM3
chr1:103342023-103574052	COL11A1
chr1:103959703-104068133	LOC101928436
chr1:104198141-104207173	AMY1A
chr1:104198272-104207176	AMY1C
chr1:104198302-104207173	AMY1A
chr1:104198325-104207172	AMY1B
chr1:104230037-104239076	AMY1C
chr1:104230040-104238912	AMY1A
chr1:104230040-104239073	AMY1A
chr1:104230041-104238889	AMY1B
chr1:104292279-104301311	AMY1A
chr1:104292410-104301314	AMY1C
chr1:104292463-104301310	AMY1B
chr1:106132316-106161557	LINC01676
chr1:106144774-106161557	LINC01676
chr1:107690691-108027521	NTNG1
chr1:108113782-108231126	VAV3
chr1:108507065-108537229	VAV3-AS1
chr1:108677344-108735431	SLC25A24
chr1:108765963-108786703	NBPF4
chr1:108992904-109013260	NBPF6
chr1:109190910-109204148	HENMT1
chr1:109234932-109245552	PRPF38B
chr1:109234935-109244422	PRPF38B
chr1:109255556-109285367	FNDC7
chr1:109358520-109400864	AKNAD1
chr1:109419603-109473044	GPSM2
chr1:109419603-109476957	GPSM2
chr1:109472130-109493070	CLCC1
chr1:109472130-109506121	CLCC1
chr1:109606998-109618624	TAF13
chr1:109656585-109749403	KIAA1324
chr1:109729171-109749403	KIAA1324
chr1:109756515-109780804	SARS
chr1:109792641-109818378	CELSR2
chr1:109834987-109849663	MYBPHL
chr1:109852188-109940567	SORT1
chr1:109941653-109969081	PSMA5
chr1:109941653-109969108	PSMA5
chr1:110009100-110024764	SYPL2
chr1:110091186-110138454	GNAI3
chr1:110145889-110155705	GNAT2
chr1:110162435-110174677	AMPD2
chr1:110163203-110174677	AMPD2
chr1:110163536-110174677	AMPD2
chr1:110198698-110208123	GSTM4
chr1:110210644-110226619	GSTM2
chr1:110292702-110306644	EPS8L3
chr1:110453233-110467824	CSF1
chr1:110453233-110469365	CSF1
chr1:110453233-110473616	CSF1
chr1:110527387-110566364	AHCYL1
chr1:110546570-110566364	AHCYL1
chr1:110574199-110597263	STRIP1
chr1:110577223-110597263	STRIP1
chr1:110602997-110613322	ALX3
chr1:110693136-110744823	SLC6A17
chr1:110753336-110776674	KCNC4
chr1:110828999-110881793	LOC440600
chr1:110905473-110933704	SLC16A4
chr1:111023388-111033891	CYMP
chr1:111136202-111174096	KCNA2
chr1:111196186-111214397	KCNA3
chr1:111196186-111216076	KCNA3
chr1:111413821-111442558	CD53
chr1:111415722-111442558	CD53
chr1:111489812-111506566	LRIF1
chr1:111659792-111682838	DRAM2
chr1:111682443-111727726	CEPT1
chr1:111682785-111727726	CEPT1
chr1:111728591-111743325	DENND2D
chr1:111728591-111747160	DENND2D
chr1:111770281-111786062	CHI3L2
chr1:111772333-111786062	CHI3L2
chr1:111833474-111863188	CHIA
chr1:111956937-111970399	OVGP1
chr1:111982512-111991930	WDR77
chr1:111991743-112004525	ATP5F1
chr1:112025970-112046743	TMIGD3
chr1:112025970-112106625	TMIGD3
chr1:112141629-112150940	LINC01160
chr1:112264686-112282046	FAM212B
chr1:112264686-112298419	FAM212B
chr1:112287939-112298131	LOC101928718
chr1:112318454-112531777	KCND3
chr1:112938800-113003786	CTTNBP2NL
chr1:113009163-113063910	WNT2B
chr1:113066141-113162040	ST7L
chr1:113162075-113214241	CAPZA1
chr1:113216934-113243368	MOV10
chr1:113217095-113243368	MOV10
chr1:113362791-113393265	LINC01356
chr1:113454470-113498685	SLC16A1
chr1:113454470-113498975	SLC16A1
chr1:114239827-114302162	PHTF1
chr1:114239827-114302510	PHTF1
chr1:114246446-114302162	PHTF1
chr1:114304454-114355098	RSBN1
chr1:114355234-114443859	AP4B1-AS1
chr1:114356433-114414381	PTPN22
chr1:114399257-114443859	AP4B1-AS1
chr1:114419436-114430169	BCL2L15
chr1:114436817-114447545	AP4B1
chr1:114436817-114447746	AP4B1
chr1:114447241-114456708	DCLRE1B
chr1:114471996-114514698	HIPK1
chr1:114493767-114520491	HIPK1
chr1:114496499-114520491	HIPK1
chr1:114631914-114695062	SYT6
chr1:114631914-114696472	SYT6
chr1:114935399-115053781	TRIM33
chr1:115127196-115212732	DENND2C
chr1:115215720-115238239	AMPD1
chr1:115312105-115323308	SIKE1
chr1:115590633-115632121	TSPAN2
chr1:115828537-115880857	NGF
chr1:116184574-116240845	VANGL1
chr1:116465194-116519897	LOC101928977
chr1:116519119-116612675	SLC22A15
chr1:116915795-116947396	ATP1A1
chr1:116916489-116947396	ATP1A1
chr1:116935487-116961244	ATP1A1-AS1
chr1:116947336-116961197	ATP1A1-AS1
chr1:116947336-116961205	ATP1A1-AS1
chr1:116948040-116961181	ATP1A1-AS1
chr1:116966346-117021448	LINC01762
chr1:116995656-117021448	LINC01762
chr1:117057156-117113715	CD58
chr1:117061322-117113715	CD58
chr1:117117020-117210377	IGSF3
chr1:117452545-117532980	PTGFRN
chr1:117544372-117579173	CD101
chr1:117568104-117602112	LOC101929099
chr1:117602949-117645491	TTF2
chr1:117686209-117746458	VTCN1
chr1:117686209-117753582	VTCN1
chr1:117838088-117863958	LINC01525
chr1:118419334-118472302	GDAP2
chr1:118472372-118503049	WDR3
chr1:118496218-118727892	SPAG17
chr1:119425666-119532179	TBX15
chr1:119573839-119683295	WARS2
chr1:119590028-119605910	WARS2-IT1
chr1:119683019-119694031	LOC101929147
chr1:119683019-119726446	LOC101929147
chr1:119683019-119776801	LOC101929147
chr1:119911399-119936753	HAO2
chr1:120162000-120190390	ZNF697
chr1:120254419-120286849	PHGDH
chr1:120290619-120311555	HMGCS2
chr1:120336641-120354203	REG4
chr1:120377388-120387503	NBPF7
chr1:120477736-120612317	NOTCH2
chr1:120839412-120855681	FAM72B
chr1:120906034-120914842	HIST2H2BA
chr1:120926128-120935944	FCGR1B
chr1:121102017-121139765	SRGAP2-AS1
chr1:121107152-121131061	SRGAP2D
chr1:142697421-142713605	ANKRD20A12P
chr1:143687127-143717173	LOC100132057
chr1:143717588-143744519	LINC01138
chr1:143896452-143914847	FAM72D
chr1:143896525-143913160	FAM72C
chr1:143896525-143914673	FAM72C
chr1:144298164-144340759	LINC00623
chr1:144298164-144341756	LINC00623
chr1:144300468-144341077	LINC00869
chr1:144832209-145039963	LOC100996724
chr1:144851424-144932032	PDE4DIP
chr1:144851424-144995033	PDE4DIP
chr1:144851424-145039995	PDE4DIP
chr1:144890591-144932365	PDE4DIP
chr1:144951761-144995033	PDE4DIP
chr1:144951761-144995082	PDE4DIP
chr1:144951761-144997111	PDE4DIP
chr1:145209113-145286270	NOTCH2NL
chr1:145289770-145370303	NBPF25P
chr1:145477067-145501669	LIX1L
chr1:145524891-145543868	ITGA10
chr1:145549209-145568526	ANKRD35
chr1:145575988-145586546	PIAS3
chr1:145590667-145610668	POLR3C
chr1:145590667-145611044	POLR3C
chr1:145695798-145715639	CD160
chr1:145727666-145764206	PDZK1
chr1:145764595-145827103	GPR89A
chr1:145924388-145945477	PDZK1P1
chr1:145979820-146025274	PDE4DIPP1
chr1:146032542-146082633	NBPF11
chr1:146490895-146514599	LOC728989
chr1:146571066-146585928	NBPF13P
chr1:146626685-146644168	PRKAB2
chr1:146644773-146767447	CHD1L
chr1:146714291-146767447	CHD1L
chr1:146714792-146767447	CHD1L
chr1:146853914-146989699	LINC00624
chr1:147119168-147142634	ACP6
chr1:147521553-147567054	PDE4DIPP1
chr1:147574323-147624469	NBPF11
chr1:148250249-148346756	NBPF14
chr1:148250249-148346929	NBPF9
chr1:148558188-148596267	NBPF15
chr1:148560847-148596267	NBPF15
chr1:148876040-148902123	LOC101927429
chr1:148928313-148951595	LOC645166
chr1:148930405-148953054	LOC645166
chr1:149369294-149378303	FCGR1CP
chr1:149575482-149619134	LINC00623
chr1:149576161-149651107	LINC00869
chr1:149754245-149783928	HIST2H2BF
chr1:149754250-149764074	FCGR1A
chr1:149912229-149982686	OTUD7B
chr1:150039350-150117505	VPS45
chr1:150039725-150117505	VPS45
chr1:150121624-150132260	PLEKHO1
chr1:150122092-150132260	PLEKHO1
chr1:150122776-150132260	PLEKHO1
chr1:150132926-150153463	LOC105371433
chr1:150190717-150207026	ANP32E
chr1:150266262-150281414	MRPS21
chr1:150459840-150480085	TARS2
chr1:150521845-150531224	ADAMTSL4
chr1:150521845-150533412	ADAMTSL4
chr1:150533371-150547028	ADAMTSL4-AS1
chr1:150670535-150693364	HORMAD1
chr1:150702672-150738433	CTSS
chr1:150768684-150780917	CTSK
chr1:150898815-150917797	SETDB1
chr1:150937649-150947479	CERS2
chr1:150969301-150979273	MINDY1
chr1:150969301-150979385	MINDY1
chr1:150969301-150980225	MINDY1
chr1:150969301-150980854	MINDY1
chr1:150980867-151008189	PRUNE1
chr1:151009029-151020076	BNIPL
chr1:151032151-151040973	MLLT11
chr1:151043054-151091007	GABPB2
chr1:151043054-151098021	GABPB2
chr1:151043080-151091007	GABPB2
chr1:151104163-151119140	SEMA6C
chr1:151129105-151142773	TNFAIP8L2-SCNM1
chr1:151148776-151162689	VPS72
chr1:151171021-151222007	PIP5K1A
chr1:151227197-151239954	PSMD4
chr1:151254031-151264381	ZNF687
chr1:151254788-151264381	ZNF687
chr1:151264273-151300191	PI4KB
chr1:151375200-151414681	POGZ
chr1:151483862-151511167	CGN
chr1:151584662-151671559	SNX27
chr1:151672534-151689296	CELF3
chr1:151744041-151763010	TDRKH
chr1:151778547-151798553	RORC
chr1:151778547-151804348	RORC
chr1:151843343-151882361	THEM4
chr1:151955386-151966714	S100A10
chr1:152078793-152087930	TCHH
chr1:152184552-152196672	HRNR
chr1:152274651-152297679	FLG
chr1:152309544-152339168	FLG-AS1
chr1:152321213-152332482	FLG2
chr1:153146994-153164152	LOC101928009
chr1:153270338-153283194	PGLYRP3
chr1:153302597-153321317	PGLYRP4
chr1:153591276-153600715	S100A13
chr1:153591276-153606568	S100A13
chr1:153606458-153618782	CHTOP
chr1:153634264-153643504	ILF2
chr1:153651164-153666468	NPR1
chr1:153700543-153747284	INTS3
chr1:153777383-153895451	GATAD2B
chr1:153901977-153919154	DENND4B
chr1:153920148-153931132	CRTC2
chr1:153931575-153940660	SLC39A1
chr1:153965168-154127592	NUP210L
chr1:154127780-154155725	TPM3
chr1:154134289-154164611	TPM3
chr1:154179177-154193273	C1orf43
chr1:154192648-154235981	UBAP2L
chr1:154193325-154243329	UBAP2L
chr1:154298036-154310322	ATP8B2
chr1:154300276-154323780	ATP8B2
chr1:154377669-154441926	IL6R
chr1:154451954-154474526	SHE
chr1:154451959-154474526	SHE
chr1:154521051-154531120	UBE2Q1
chr1:154540257-154552353	CHRNB2
chr1:154554534-154578776	ADAR
chr1:154554534-154600456	ADAR
chr1:154669942-154832338	KCNN3
chr1:154897208-154909109	PMVK
chr1:154897208-154909484	PMVK
chr1:154897208-154915165	PMVK
chr1:154916559-154928639	PBXIP1
chr1:154934774-154946959	SHC1
chr1:154955770-154965587	FLAD1
chr1:154975106-154991001	ZBTB7B
chr1:154991003-155006257	DCST2
chr1:155006282-155023406	DCST1
chr1:155023748-155035252	ADAM15
chr1:155146263-155157447	TRIM46
chr1:155147230-155157447	TRIM46
chr1:155183616-155197325	GBAP1
chr1:155204239-155214653	GBA
chr1:155232659-155243320	CLK2
chr1:155247218-155258498	HCN3
chr1:155247218-155259639	HCN3
chr1:155259084-155270792	PKLR
chr1:155259084-155271225	PKLR
chr1:155278705-155290457	FDPS
chr1:155290640-155300909	RUSC1
chr1:155305052-155532324	ASH1L
chr1:155629233-155649620	YY1AP1
chr1:155629233-155658515	YY1AP1
chr1:155629233-155658565	YY1AP1
chr1:155629233-155658568	YY1AP1
chr1:155629233-155658819	YY1AP1
chr1:155629233-155658823	YY1AP1
chr1:155658882-155708800	DAP3
chr1:155658885-155708800	DAP3
chr1:155719449-155827086	GON4L
chr1:155719449-155829191	GON4L
chr1:155829260-155854990	SYT11
chr1:155867599-155880706	RIT1
chr1:155867599-155881193	RIT1
chr1:155882834-155904233	KIAA0907
chr1:155916630-155948336	ARHGEF2
chr1:155916630-155949081	ARHGEF2
chr1:155916630-155949351	ARHGEF2
chr1:156005085-156023616	UBQLN4
chr1:156030940-156040305	RAB25
chr1:156041804-156051789	MEX3A
chr1:156052337-156107657	LMNA
chr1:156084461-156107657	LMNA
chr1:156084461-156109880	LMNA
chr1:156095908-156107657	LMNA
chr1:156119735-156147542	SEMA4A
chr1:156123322-156147542	SEMA4A
chr1:156123369-156147542	SEMA4A
chr1:156163723-156182587	SLC25A44
chr1:156182779-156209868	PMF1
chr1:156182779-156213123	PMF1-BGLAP
chr1:156219015-156252681	SMG5
chr1:156219015-156261289	SMG5
chr1:156338980-156355013	RHBG
chr1:156374044-156391558	C1orf61
chr1:156374044-156399340	C1orf61
chr1:156433513-156460391	MEF2D
chr1:156433513-156470634	MEF2D
chr1:156495197-156542396	IQGAP3
chr1:156611740-156623264	BCAN
chr1:156611740-156629324	BCAN
chr1:156711899-156721085	HDGF
chr1:156711899-156721543	HDGF
chr1:156711899-156722024	HDGF
chr1:156711899-156722240	HDGF
chr1:156737274-156770609	PRCC
chr1:156776035-156786640	SH2D2A
chr1:156776849-156786640	SH2D2A
chr1:156785542-156851642	NTRK1
chr1:156810665-156828712	INSRR
chr1:156830671-156851642	NTRK1
chr1:156863523-156886226	PEAR1
chr1:156904632-157015162	ARHGEF11
chr1:157483167-157522310	FCRL5
chr1:157646271-157670662	FCRL3
chr1:157647978-157670647	FCRL3
chr1:157715523-157746922	FCRL2
chr1:157764194-157789940	FCRL1
chr1:157796861-157811634	CD5L
chr1:157800704-157811634	CD5L
chr1:157895757-157918861	LOC105371458
chr1:158218119-158228058	CD1A
chr1:158580496-158656506	SPTA1
chr1:158801093-158819294	MNDA
chr1:158901337-158946849	PYHIN1
chr1:158979682-159024945	IFI16
chr1:159032274-159046691	AIM2
chr1:159141549-159173103	CADM3
chr1:159259504-159278014	FCER1A
chr1:159770301-159786047	FCRL6
chr1:159772173-159786047	FCRL6
chr1:159796479-159807282	SLAMF8
chr1:159842154-159869906	CFAP45
chr1:159896829-159915386	IGSF9
chr1:160121352-160156767	ATP1A4
chr1:160147201-160156767	ATP1A4
chr1:160160285-160171676	CASQ1
chr1:160175109-160185166	PEA15
chr1:160185505-160232318	DCAF8
chr1:160209012-160232277	DCAF8
chr1:160209012-160232318	DCAF8
chr1:160313063-160328742	NCSTN
chr1:160370364-160398468	VANGL2
chr1:160454820-160493052	SLAMF6
chr1:160510884-160549306	CD84
chr1:160577890-160617101	SLAMF1
chr1:160648536-160681641	CD48
chr1:160650212-160681641	CD48
chr1:160708847-160724608	SLAMF7
chr1:160765864-160798045	LY9
chr1:161016732-161039760	ARHGAP30
chr1:161040781-161059385	NECTIN4
chr1:161070346-161087866	PFDN2
chr1:161090769-161102256	DEDD
chr1:161090769-161102478	DEDD
chr1:161169105-161184184	NDUFS2
chr1:161171937-161184184	NDUFS2
chr1:161284166-161334535	SDHC
chr1:161475205-161489360	FCGR2A
chr1:161511550-161520527	FCGR3A
chr1:161511551-161520413	FCGR3A
chr1:161551129-161571010	FCGR2C
chr1:161736034-161933860	ATF6
chr1:162039581-162339813	NOS1AP
chr1:162466964-162499419	UHMK1
chr1:162467595-162499419	UHMK1
chr1:162531230-162569633	UAP1
chr1:162602228-162750247	DDR2
chr1:162760492-162782608	HSD17B7
chr1:162824087-162838605	CCDC190
chr1:163112089-163172963	RGS5
chr1:163112089-163291581	RGS5
chr1:163273996-163291581	RGS5
chr1:163291723-163325553	NUF2
chr1:164528597-164821060	PBX1
chr1:165171104-165325478	LMX1A
chr1:165171104-165325952	LMX1A
chr1:165370159-165394221	RXRG
chr1:165370159-165414592	RXRG
chr1:165446079-165551392	LOC400794
chr1:165513478-165533185	LRRC52
chr1:165600110-165625372	MGST3
chr1:165667987-165679199	LOC440700
chr1:165693528-165738159	TMCO1
chr1:165796732-165880855	UCK2
chr1:166025155-166135992	FAM78B
chr1:166445009-166459276	LINC01675
chr1:166573153-166594473	FMO9P
chr1:166825749-166845654	TADA1
chr1:166944819-166991449	MAEL
chr1:166958326-166991449	MAEL
chr1:167022073-167059868	GPA33
chr1:167063327-167098366	DUSP27
chr1:167144599-167165042	LINC01363
chr1:167190066-167396582	POU2F1
chr1:167190123-167396582	POU2F1
chr1:167510251-167523056	CREG1
chr1:167599430-167612466	RCSD1
chr1:167599474-167675486	RCSD1
chr1:167691187-167761156	MPZL1
chr1:167778625-167883464	ADCY10
chr1:167885913-167905439	MPC2
chr1:167885913-167906307	MPC2
chr1:167905477-168045081	DCAF6
chr1:167905797-168045081	DCAF6
chr1:168048780-168105674	GPR161
chr1:168048780-168106811	GPR161
chr1:168048780-168106905	GPR161
chr1:168250278-168283664	TBX19
chr1:168369427-168391894	LOC100505918
chr1:168433352-168464882	LOC101928565
chr1:168664695-168698442	DPT
chr1:169075947-169101960	ATP1B1
chr1:169101768-169337201	NME7
chr1:169337117-169346621	BLZF1
chr1:169337117-169357543	BLZF1
chr1:169433149-169455208	SLC19A2
chr1:169481192-169555769	F5
chr1:169558088-169599377	SELP
chr1:169659806-169677997	SELL
chr1:169659806-169680843	SELL
chr1:169763871-169773526	C1orf112
chr1:169764140-169773526	C1orf112
chr1:169764140-169822230	C1orf112
chr1:169764550-169822230	C1orf112
chr1:169822215-169863100	SCYL3
chr1:169890470-170043879	KIFAP3
chr1:170115188-170136923	METTL11B
chr1:170430458-170501750	LOC101928650
chr1:170501263-170514929	GORAB
chr1:170501263-170522974	GORAB
chr1:170633313-170708541	PRRX1
chr1:170904636-170967946	MROH9
chr1:171060018-171086959	FMO3
chr1:171106879-171130702	FMO6P
chr1:171154347-171181822	FMO2
chr1:171217610-171255117	FMO1
chr1:171227062-171255117	FMO1
chr1:171810618-172381857	DNM3
chr1:171810618-172387603	DNM3
chr1:172389828-172437969	C1orf105
chr1:172422033-172437969	C1orf105
chr1:173010360-173020103	TNFSF18
chr1:173152870-173174697	TNFSF4
chr1:173152870-173176452	TNFSF4
chr1:173204199-173446294	LOC100506023
chr1:173446486-173457946	PRDX6
chr1:173684080-173755840	KLHL20
chr1:173768688-173793270	CENPL
chr1:173768688-173793777	CENPL
chr1:173837220-173855774	ZBTB37
chr1:173872942-173886516	SERPINC1
chr1:173900222-173962210	RC3H1
chr1:174090776-174128425	LOC102724601
chr1:174769035-174964445	RABGAP1L
chr1:174843524-174927327	RABGAP1L
chr1:174904084-174923398	LOC101928696
chr1:174968571-174981163	CACYBP
chr1:174968892-174981163	CACYBP
chr1:175126123-175161949	KIAA0040
chr1:175126123-175162229	KIAA0040
chr1:175291935-175712752	TNR
chr1:175913962-176176380	RFWD2
chr1:176432307-176811970	PAPPA2
chr1:176830200-177134040	ASTN1
chr1:176837954-177134040	ASTN1
chr1:177140524-177251558	BRINP2
chr1:177320722-177335594	LINC01645
chr1:177669659-177679465	LINC01741
chr1:177898242-177939050	SEC16B
chr1:177975275-178007142	LOC730102
chr1:178310606-178448648	RASAL2
chr1:178482212-178491789	TEX35
chr1:178482212-178492635	TEX35
chr1:178694282-178890977	RALGPS2
chr1:178818670-178840215	ANGPTL1
chr1:178995074-179045702	FAM20B
chr1:179051112-179065129	TOR3A
chr1:179068462-179112224	ABL2
chr1:179068462-179198819	ABL2
chr1:179079716-179198819	ABL2
chr1:179334855-179523870	AXDND1
chr1:179519674-179545087	NPHS2
chr1:179560748-179660407	TDRD5
chr1:179575362-179660407	TDRD5
chr1:179696898-179779068	FAM163A
chr1:179699326-179711831	FAM163A
chr1:179699326-179785335	FAM163A
chr1:179712298-179779068	FAM163A
chr1:179712298-179785333	FAM163A
chr1:179712298-179785335	FAM163A
chr1:179809102-179846941	TOR1AIP2
chr1:179826957-179837975	TOR1AIP2
chr1:179826957-179846941	TOR1AIP2
chr1:179851177-179889212	TOR1AIP1
chr1:180123968-180167169	QSOX1
chr1:180199433-180244188	LHX4
chr1:180601146-180859415	XPR1
chr1:180882313-180915239	KIAA1614
chr1:182173080-182283196	LINC01344
chr1:182347228-182361341	GLUL
chr1:182419256-182529732	RGSL1
chr1:182542769-182558394	RNASEL
chr1:182610949-182642067	RGS8
chr1:182808439-182857117	DHX9
chr1:182868998-182922660	SHCBP1L
chr1:183155174-183210406	LAMC2
chr1:183155174-183214262	LAMC2
chr1:183217372-183387634	NMNAT2
chr1:183524697-183559739	NCF2
chr1:183524697-183560056	NCF2
chr1:183605182-183897685	RGL1
chr1:183774215-183897685	RGL1
chr1:183898796-184006904	COLGALT2
chr1:183904966-184006904	COLGALT2
chr1:184020785-184043344	TSEN15
chr1:184659625-184724041	EDEM3
chr1:184760159-184943718	FAM129A
chr1:185014551-185071740	RNF2
chr1:185087218-185126116	TRMT1L
chr1:185126192-185260913	SWT1
chr1:185126291-185260913	SWT1
chr1:185265522-185286461	IVNS1ABP
chr1:185292979-185304171	GS1-279B7.1
chr1:186265405-186283694	PRG4
chr1:186280786-186344457	TPR
chr1:186404293-186439423	LOC102724919
chr1:186412698-186430240	PDC
chr1:186798032-186958113	PLA2G4A
chr1:187061974-187329376	LINC01036
chr1:187412760-187446354	LINC01037
chr1:190066797-190447012	BRINP3
chr1:190594020-190770788	LINC01720
chr1:192127592-192154945	RGS18
chr1:192605268-192629440	RGS13
chr1:192904874-192917387	LINC01032
chr1:192987535-193028523	UCHL5
chr1:192989017-193029237	UCHL5
chr1:193028552-193055115	TROVE2
chr1:193029004-193055115	TROVE2
chr1:193029004-193060906	TROVE2
chr1:193065595-193074608	GLRX2
chr1:193065595-193075244	GLRX2
chr1:193065597-193074414	GLRX2
chr1:193091088-193223942	CDC73
chr1:193273875-193335083	LINC01031
chr1:196194910-196577706	KCNT2
chr1:196621008-196670695	CFH
chr1:196621008-196716634	CFH
chr1:196743930-196763203	CFHR3
chr1:196912898-196928356	CFHR2
chr1:196946667-196978803	CFHR5
chr1:197008321-197036397	F13B
chr1:197053257-197115824	ASPM
chr1:197122812-197169672	ZBTB41
chr1:197473879-197744623	DENND1B
chr1:197703139-197744623	DENND1B
chr1:197881635-197899273	LHX9
chr1:197886517-197899273	LHX9
chr1:198126108-198291548	NEK7
chr1:198492352-198510075	ATP6V1G3
chr1:198608098-198662334	PTPRC
chr1:198608098-198664300	PTPRC
chr1:199996730-200146550	NR5A2
chr1:200011953-200146550	NR5A2
chr1:200311672-200342920	LINC00862
chr1:200520625-200589862	KIF14
chr1:200613165-200635879	DDX59
chr1:200613165-200636068	DDX59
chr1:200613165-200638864	DDX59
chr1:200613165-200639126	DDX59
chr1:200708686-200829835	CAMSAP2
chr1:200860627-200884864	C1orf106
chr1:200863949-200884864	C1orf106
chr1:201008640-201081694	CACNA1S
