Gene	Gene_Symbol	Predict	Prob_0	Prob_1
chr11:112352955-112412639	LOC101928823	1.0	0.498	0.502
chr8:21155750-21166960	LOC101929172	1.0	0.498	0.502
chr1:110574199-110597263	STRIP1	1.0	0.498	0.502
chr6:43005355-43021683	CUL7	1.0	0.498	0.502
chr10:86004809-86018944	RGR	1.0	0.498	0.502
chr6:39071839-39082962	SAYSD1	1.0	0.498	0.502
chr10:45406764-45432458	TMEM72	1.0	0.498	0.502
chr12:119721630-119741185	LINC00934	1.0	0.498	0.502
chr1:114631914-114696472	SYT6	1.0	0.498	0.502
chr6:43445261-43474294	TJAP1	1.0	0.498	0.502
chr6:45879360-45905334	CLIC5	1.0	0.498	0.502
chr7:43157495-43202786	HECW1-IT1	1.0	0.498	0.502
chr11:2629558-2721228	KCNQ1OT1	1.0	0.498	0.502
chr1:206643586-206670223	IKBKE	1.0	0.498	0.502
chr9:98568370-98638259	LINC00476	1.0	0.498	0.502
chr14:77564578-77583630	CIPC	1.0	0.498	0.502
chr6:108023361-108053600	SCML4	1.0	0.498	0.502
chr6:45879360-45983626	CLIC5	1.0	0.498	0.502
chr6:108023361-108145521	SCML4	1.0	0.498	0.502
chr3:186964142-187009810	MASP1	1.0	0.498	0.502
chr10:5196655-5227150	AKR1C8P	0.0	0.5	0.5
chr6_cox_hap2:3606664-3616569	AGPAT1	0.0	0.5	0.5
chr10:92671857-92681032	ANKRD1	0.0	0.5	0.5
chr3:187676563-187694195	LINC01991	0.0	0.5	0.5
chrX:133699873-133898352	PLAC1	0.0	0.5	0.5
chrX:133699873-133867666	PLAC1	0.0	0.5	0.5
chrX:133699873-133792513	PLAC1	0.0	0.5	0.5
chr3:45151708-45187914	CDCP1	0.0	0.5	0.5
chr6:41020940-41032630	APOBEC2	0.0	0.5	0.5
chr6:39760159-39872653	DAAM2	0.0	0.5	0.5
chr7:124417346-124430864	C7orf77	0.0	0.5	0.5
chr8:29672520-29686020	LOC101929470	0.0	0.5	0.5
chr3:16357352-16555222	RFTN1	0.0	0.5	0.5
chr11:72983187-73009670	P2RY6	0.0	0.5	0.5
chr3:4344988-4356086	SETMAR	0.0	0.5	0.5
chr3:11047784-11060910	SLC6A1-AS1	0.0	0.5	0.5
chr7:42701326-42746046	LINC01448	0.0	0.5	0.5
chr17:15339332-15466945	TVP23C-CDRT4	0.0	0.5	0.5
chr3:151531861-151546276	AADAC	0.0	0.5	0.5
chr4_gl000193_random:49163-88375	LINC01667	0.0	0.5	0.5
chr20:43570771-43589114	TOMM34	0.0	0.5	0.5
chr12:106457125-106533811	NUAK1	0.0	0.5	0.5
chr3:4344988-4358949	SETMAR	0.0	0.5	0.5
chr17:15339332-15370925	CDRT4	0.0	0.5	0.5
chr13:28393229-28491428	PLUT	0.0	0.502	0.498
chr5:131646969-131705608	MIR3936HG	0.0	0.502	0.498
chr11:4619902-4629489	TRIM68	0.0	0.502	0.498
chr17:37894576-37903538	GRB7	0.0	0.502	0.498
chrX:119495940-119517104	ATP1B4	0.0	0.502	0.498
chr11:33037728-33055128	DEPDC7	0.0	0.502	0.498
chr18:73121431-73139658	SMIM21	0.0	0.502	0.498
chr3:13860082-13921618	WNT7A	0.0	0.502	0.498
chr2:151324707-151344209	RND3	0.0	0.502	0.498
chr7:21467652-21554440	SP4	0.0	0.502	0.498
chr8:134048973-134115310	SLA	0.0	0.502	0.498
chr8:134048973-134072603	SLA	0.0	0.502	0.498
chr5:10971954-11589029	CTNND2	0.0	0.504	0.496
chr3:147103835-147122071	ZIC4	0.0	0.504	0.496
chr21:38123189-38353264	HLCS	0.0	0.504	0.496
chr12:103941572-103953593	LINC02401	0.0	0.504	0.496
chr15:86626576-86659948	LINC01584	0.0	0.504	0.496
chr13:41025071-41055143	LINC00598	0.0	0.504	0.496
chr4:37246690-37451087	NWD2	0.0	0.504	0.496
chr8:614200-681239	ERICH1	0.0	0.504	0.496
chr2:28615779-28637516	FOSL2	0.0	0.504	0.496
chr9:92782936-92803781	MIR4290HG	0.0	0.504	0.496
chr5:158758526-158789842	LOC285626	0.0	0.504	0.496
chr16:82806924-82863243	LOC101928446	0.0	0.504	0.496
chr3:147103835-147123307	ZIC4	0.0	0.504	0.496
chr4:55944426-55991762	KDR	0.0	0.504	0.496
chr5:71735726-71803249	ZNF366	0.0	0.504	0.496
chr3:147103835-147124596	ZIC4	0.0	0.504	0.496
chrX:109662285-109699562	RTL9	0.0	0.504	0.496
chr5:148737570-148749221	PCYOX1L	0.0	0.504	0.496
chr19:41197434-41222790	COQ8B	0.0	0.506	0.494
chr7:139478047-139720125	TBXAS1	0.0	0.506	0.494
chr15:51500254-51535231	CYP19A1	0.0	0.506	0.494
chr15:51500254-51536112	CYP19A1	0.0	0.506	0.494
chr19:41197434-41221011	COQ8B	0.0	0.506	0.494
chr18:24034874-24129778	KCTD1	0.0	0.506	0.494
chr12:52937693-52946931	KRT71	0.0	0.506	0.494
chr12:109038885-109096774	CORO1C	0.0	0.506	0.494
chr7:7989470-8008383	LOC100505921	0.0	0.506	0.494
chr10:79110630-79136371	KCNMA1-AS3	0.0	0.506	0.494
chr12:109038885-109125326	CORO1C	0.0	0.506	0.494
chr12:109038885-109124619	CORO1C	0.0	0.506	0.494
chr15:51500254-51570339	CYP19A1	0.0	0.506	0.494
chr10:49893518-50191001	WDFY4	0.0	0.506	0.494
chr15:51500254-51610952	CYP19A1	0.0	0.506	0.494
chr6:167536241-167552629	CCR6	0.0	0.506	0.494
chr2:151324710-151344209	RND3	0.0	0.506	0.494
chr12:2851792-2922090	ITFG2-AS1	0.0	0.506	0.494
chr6:163731017-163745505	PACRG-AS1	0.0	0.506	0.494
chr18:24034874-24237365	KCTD1	0.0	0.506	0.494
chr8:7305276-7321192	SPAG11B	0.0	0.506	0.494
chr12:53585102-53601091	ITGB7	0.0	0.506	0.494
chr18:24034874-24128500	KCTD1	0.0	0.506	0.494
chr15:51500254-51630795	CYP19A1	0.0	0.506	0.494
chr12:126927027-126957331	LINC02347	0.0	0.506	0.494
chr18:24034874-24129399	KCTD1	0.0	0.506	0.494
chrX:39164210-39186616	LINC01281	0.0	0.506	0.494
chr7:131808091-132261323	PLXNA4	0.0	0.506	0.494
chr18:24034874-24220308	KCTD1	0.0	0.506	0.494
chr8:26435921-26515693	DPYSL2	0.0	0.506	0.494
chr4:154631312-154681387	RNF175	0.0	0.508	0.492
chr11:120811264-120828748	LOC101929208	0.0	0.508	0.492
chrX:12885202-12908480	TLR7	0.0	0.508	0.492
chr13:111968532-111996594	TEX29	0.0	0.508	0.492
chr1:183904966-184006904	COLGALT2	0.0	0.508	0.492
chr4:38113523-38140796	TBC1D1	0.0	0.508	0.492
chr6:36238237-36276372	PNPLA1	0.0	0.508	0.492
chr20:44164919-44176065	EPPIN-WFDC6	0.0	0.508	0.492
chr8:26611332-26723172	ADRA1A	0.0	0.508	0.492
chr8:110586405-110661132	SYBU	0.0	0.508	0.492
chr8:110586405-110693234	SYBU	0.0	0.508	0.492
chr6:133043926-133055904	VNN3	0.0	0.508	0.492
chr18:670320-712664	ENOSF1	0.0	0.508	0.492
chr8:110586405-110657822	SYBU	0.0	0.508	0.492
chr8:110586405-110657051	SYBU	0.0	0.508	0.492
chr8:110586405-110704020	SYBU	0.0	0.508	0.492
chr8:110586405-110655419	SYBU	0.0	0.508	0.492
chr20:13830044-13975979	SEL1L2	0.0	0.508	0.492
chr1:212781970-212794119	ATF3	0.0	0.508	0.492
chr20:13830044-13971265	SEL1L2	0.0	0.508	0.492
chr2:106209554-106227016	LOC285000	0.0	0.508	0.492
chr10:116190869-116444414	ABLIM1	0.0	0.51	0.49
chr8:76319905-76479077	HNF4G	0.0	0.51	0.49
chr10:116190869-116286685	ABLIM1	0.0	0.51	0.49
chr19:51656180-51685222	LOC101928517	0.0	0.51	0.49
chr7:43548327-43562141	LUARIS	0.0	0.51	0.49
chr12:94656297-94701451	PLXNC1	0.0	0.51	0.49
chr9:112542577-112713756	PALM2	0.0	0.51	0.49
chr1:116947336-116961205	ATP1A1-AS1	0.0	0.51	0.49
chr18:56962636-56985881	CPLX4	0.0	0.51	0.49
chr5:121495871-121518358	LOC100505841	0.0	0.51	0.49
chr10:14116283-14129878	LOC101928453	0.0	0.51	0.49
chr1:112318454-112531777	KCND3	0.0	0.51	0.49
chr18:670324-712517	ENOSF1	0.0	0.51	0.49
chr7:34697897-34917944	NPSR1	0.0	0.51	0.49
chr1:109255556-109285367	FNDC7	0.0	0.51	0.49
chr1:205758221-205782324	SLC41A1	0.0	0.51	0.49
chr9:112542577-112934791	PALM2-AKAP2	0.0	0.51	0.49
chr12:4477393-4488894	FGF23	0.0	0.51	0.49
chr2:33172369-33624575	LTBP1	0.0	0.51	0.49
chr3:120627952-121143608	STXBP5L	0.0	0.51	0.49
chr8:128455595-128494384	CASC8	0.0	0.51	0.49
chr11:10579413-10590365	LYVE1	0.0	0.51	0.49
chr7:34697897-34889590	NPSR1	0.0	0.51	0.49
chr18:670324-712662	ENOSF1	0.0	0.51	0.49
chr3:64064037-64073039	LINC00994	0.0	0.51	0.49
chr13:31506834-31549153	TEX26	0.0	0.51	0.49
chr5:71475455-71505397	MAP1B	0.0	0.51	0.49
chr12:103232104-103311381	PAH	0.0	0.51	0.49
chrX:151121596-151143151	GABRE	0.0	0.51	0.49
chr17:7571720-7590868	TP53	0.0	0.51	0.49
chr1:116947336-116961197	ATP1A1-AS1	0.0	0.51	0.49
chrX:17988293-18122764	LINC01456	0.0	0.51	0.49
chr5:147856199-148016624	HTR4	0.0	0.512	0.488
chr6:11183531-11382581	NEDD9	0.0	0.512	0.488
chr2:71004442-71017775	FIGLA	0.0	0.512	0.488
chr3:132036211-132077690	ACPP	0.0	0.512	0.488
chr3:132036211-132087146	ACPP	0.0	0.512	0.488
chr12:14939412-14956401	WBP11	0.0	0.512	0.488
chr3:3133494-3152058	IL5RA	0.0	0.512	0.488
chr13:33677272-33780187	STARD13	0.0	0.512	0.488
chr10:44865601-44880545	CXCL12	0.0	0.512	0.488
chr13:33677272-34250972	STARD13	0.0	0.512	0.488
chr6:11183531-11232915	NEDD9	0.0	0.512	0.488
chr18:29843484-30050447	GAREM1	0.0	0.512	0.488
chr6_ssto_hap7:1450170-1459159	TRIM10	0.0	0.512	0.488
chr6_qbl_hap6:2267156-2296635	MUC22	0.0	0.512	0.488
chr13:33677272-33760216	STARD13	0.0	0.512	0.488
chr1:15573768-15724622	FHAD1	0.0	0.512	0.488
chr3:165490691-165555260	BCHE	0.0	0.512	0.488
chr17:70642085-71088853	SLC39A11	0.0	0.512	0.488
chr6:41235123-41254483	TREM1	0.0	0.512	0.488
chr20:1422807-1448337	NSFL1C	0.0	0.512	0.488
chr4:38614322-38666249	KLF3-AS1	0.0	0.512	0.488
chr17:10725792-10741418	PIRT	0.0	0.512	0.488
chr20:22380989-22401281	LOC284788	0.0	0.512	0.488
chr1:40089103-40105348	HEYL	0.0	0.514	0.486
chr8:6666041-6693166	XKR5	0.0	0.514	0.486
chr10:125767182-125851940	CHST15	0.0	0.514	0.486
chr12:23328570-23344521	LOC101928441	0.0	0.514	0.486
chr11:57791353-57949038	OR9Q1	0.0	0.514	0.486
chrX:68399400-68429767	LINC00269	0.0	0.514	0.486
chr1:212004303-212027045	LOC102723727	0.0	0.514	0.486
chr1:178482212-178492635	TEX35	0.0	0.514	0.486
chr20:3869581-3889270	PANK2	0.0	0.514	0.486
chr20:3869581-3910529	PANK2	0.0	0.514	0.486
chr4:156680125-156728794	GUCY1B3	0.0	0.514	0.486
chr13:107270158-107284006	LINC00551	0.0	0.514	0.486
chr16:1994580-2004679	RPL3L	0.0	0.514	0.486
chr13:33691685-33760216	STARD13	0.0	0.514	0.486
chrX:103031781-103047547	PLP1	0.0	0.514	0.486
chr1:178482212-178491789	TEX35	0.0	0.514	0.486
chr1:37940119-37949978	ZC3H12A	0.0	0.514	0.486
chr21:37441940-37498938	LOC100133286	0.0	0.514	0.486
chrX:103031721-103047547	PLP1	0.0	0.514	0.486
chr21:37832920-37915117	CLDN14	0.0	0.514	0.486
chr11:19203577-19232118	CSRP3	0.0	0.514	0.486
chr21:37832920-37948867	CLDN14	0.0	0.514	0.486
chr8:18384813-18666405	PSD3	0.0	0.514	0.486
chr8:18384813-18871196	PSD3	0.0	0.514	0.486
chr1:166025155-166135992	FAM78B	0.0	0.514	0.486
chr10:125767182-125853123	CHST15	0.0	0.514	0.486
chr3:186172770-186211450	LINC02052	0.0	0.514	0.486
chr1:95393584-95428826	LOC729970	0.0	0.514	0.486
chr14:62022990-62037371	LOC101927780	0.0	0.514	0.486
chr3:45430075-45590328	LARS2	0.0	0.514	0.486
chr7:92041864-92066628	TMBIM7P	0.0	0.514	0.486
chr2:2898820-3129798	LINC01250	0.0	0.514	0.486
chr20:58251716-58422766	PHACTR3	0.0	0.514	0.486
chr3:120531028-120555204	LINC02049	0.0	0.514	0.486
chr4:185764450-185776806	MIR3945HG	0.0	0.514	0.486
chr6:3183052-3196001	LOC100507194	0.0	0.514	0.486
chr2:86441120-86564777	REEP1	0.0	0.514	0.486
chr2:86441120-86565206	REEP1	0.0	0.514	0.486
chr2:8147901-8468549	LINC00299	0.0	0.514	0.486
chr1:177669659-177679465	LINC01741	0.0	0.514	0.486
chr16:82068858-82132139	HSD17B2	0.0	0.514	0.486
chr5:58264866-59783925	PDE4D	0.0	0.516	0.484
chr8:66073380-66092575	LINC00251	0.0	0.516	0.484
chr5:58264867-58882324	PDE4D	0.0	0.516	0.484
chr20:1349621-1373816	FKBP1A	0.0	0.516	0.484
chr5:135364584-135399507	TGFBI	0.0	0.516	0.484
chr5:58264866-59064438	PDE4D	0.0	0.516	0.484
chr5:135170365-135219139	SLC25A48	0.0	0.516	0.484
chr16:20370492-20416033	PDILT	0.0	0.516	0.484
chr5:126203406-126366500	MARCH3	0.0	0.516	0.484
chr5:58264866-58652727	PDE4D	0.0	0.516	0.484
chr1:116948040-116961181	ATP1A1-AS1	0.0	0.516	0.484
chr5:78365547-78385897	BHMT2	0.0	0.516	0.484
chr11:126522673-126551998	LOC101929427	0.0	0.516	0.484
chrX:103031434-103047547	PLP1	0.0	0.516	0.484
chr13:51568647-51640293	GUCY1B2	0.0	0.516	0.484
chr11:36317725-36486754	PRR5L	0.0	0.516	0.484
chr5:169816497-169849848	CTD-2270F17.1	0.0	0.516	0.484
chr16:78056443-78066001	CLEC3A	0.0	0.516	0.484
chr5:58264866-59189621	PDE4D	0.0	0.516	0.484
chr5:58264866-58571945	PDE4D	0.0	0.516	0.484
chr5:145316126-145442879	SH3RF2	0.0	0.516	0.484
chr20:22380971-22401281	LOC284788	0.0	0.516	0.484
chr14:94749650-94759608	SERPINA10	0.0	0.516	0.484
chr4:170907748-170924943	MFAP3L	0.0	0.516	0.484
chr4:170907748-170947581	MFAP3L	0.0	0.516	0.484
chr3:125687987-125702296	ROPN1B	0.0	0.516	0.484
chr5:58264866-58335339	PDE4D	0.0	0.516	0.484
chr2:218148746-218621316	DIRC3	0.0	0.516	0.484
chrX:48205863-48216188	SSX3	0.0	0.516	0.484
chr12:107974634-108053419	BTBD11	0.0	0.516	0.484
chr14:94749650-94759361	SERPINA10	0.0	0.516	0.484
chr2:231033645-231084827	SP110	0.0	0.516	0.484
chr5:14704909-14871887	ANKH	0.0	0.516	0.484
chr5:58264866-58295759	PDE4D	0.0	0.516	0.484
chr2:158114110-158175001	GALNT5	0.0	0.518	0.482
chr11:58939812-58976060	DTX4	0.0	0.518	0.482
chr6_mcf_hap5:1501607-1510596	TRIM10	0.0	0.518	0.482
chr11:58938903-58976060	DTX4	0.0	0.518	0.482
chr10:29577990-29600158	LYZL1	0.0	0.518	0.482
chr2:30945638-31030311	CAPN13	0.0	0.518	0.482
chr20:58533451-58589584	CDH26	0.0	0.518	0.482
chr5:149781200-149792499	CD74	0.0	0.518	0.482
chr2:230222345-230579286	DNER	0.0	0.518	0.482
chr3:131252404-131758450	CPNE4	0.0	0.518	0.482
chrX:151806637-151821825	GABRQ	0.0	0.518	0.482
chr4:17516788-17528727	CLRN2	0.0	0.518	0.482
chr3:131252404-131756648	CPNE4	0.0	0.518	0.482
chr7:129470573-129592800	UBE2H	0.0	0.518	0.482
chr8:134676004-134696309	LOC105375773	0.0	0.518	0.482
chr16:55758837-55784123	CES1P2	0.0	0.518	0.482
chr17:11786219-11873065	DNAH9	0.0	0.518	0.482
chr6:166650457-166670432	LOC101929297	0.0	0.518	0.482
chr3:131252404-131754286	CPNE4	0.0	0.518	0.482
chr7:129470573-129592783	UBE2H	0.0	0.518	0.482
chr3:120113061-120169918	FSTL1	0.0	0.518	0.482
chr6:131895106-131949379	MED23	0.0	0.518	0.482
chr3:187943193-188608460	LPP	0.0	0.518	0.482
chr10:91215748-91227908	SLC16A12-AS1	0.0	0.518	0.482
chr10:87209349-87251758	LINC01520	0.0	0.518	0.482
chr6:28209483-28220074	ZKSCAN4	0.0	0.518	0.482
chr2:239008951-239041928	ESPNL	0.0	0.518	0.482
chr9:124894745-124922098	NDUFA8	0.0	0.518	0.482
chr10:124608610-124639157	FAM24B	0.0	0.518	0.482
chr8:95261485-95274547	GEM	0.0	0.518	0.482
chr4:118955500-119179789	NDST3	0.0	0.518	0.482
chr10:115310590-115349360	HABP2	0.0	0.518	0.482
chr5:55149150-55213165	IL31RA	0.0	0.518	0.482
chr5:73109343-73237818	ARHGEF28	0.0	0.518	0.482
chr7:105253921-105319648	ATXN7L1	0.0	0.518	0.482
chr20:21550662-21596360	LINC01727	0.0	0.518	0.482
chr5:80533384-80597388	CKMT2-AS1	0.0	0.518	0.482
chr17:27369918-27384236	PIPOX	0.0	0.518	0.482
chr3:53850324-53880420	CHDH	0.0	0.518	0.482
chr3:150643950-150662023	CLRN1	0.0	0.518	0.482
chr9:97365421-97402531	FBP1	0.0	0.518	0.482
chr6:28209483-28227030	ZKSCAN4	0.0	0.518	0.482
chr4:40192631-40246384	RHOH	0.0	0.52	0.48
chr5:37812779-37835929	GDNF	0.0	0.52	0.48
chrX:12809474-12842346	PRPS2	0.0	0.52	0.48
chr3:15083758-15106844	MRPS25	0.0	0.52	0.48
chr14:77292725-77336645	LRRC74A	0.0	0.52	0.48
chr6:41241343-41254483	TREM1	0.0	0.52	0.48
chr10:23605520-23633772	C10orf67	0.0	0.52	0.48
chr8:29578776-29605625	LINC00589	0.0	0.52	0.48
chr5:37812779-37834924	GDNF	0.0	0.52	0.48
chr5:37812779-37835593	GDNF	0.0	0.52	0.48
chr8:124510127-124544383	FBXO32	0.0	0.52	0.48
chr17:16842398-16875402	TNFRSF13B	0.0	0.52	0.48
chr1:111772333-111786062	CHI3L2	0.0	0.52	0.48
chr5:37812779-37839782	GDNF	0.0	0.52	0.48
chr8:124510127-124553493	FBXO32	0.0	0.52	0.48
chr3:119319118-119348658	PLA1A	0.0	0.52	0.48
chr18:24445272-24515910	AQP4-AS1	0.0	0.52	0.48
chr8:28174649-28200871	PNOC	0.0	0.52	0.48
chr9:117098407-117156685	AKNA	0.0	0.52	0.48
chr16:24266874-24373737	CACNG3	0.0	0.52	0.48
chr2:65073264-65090765	LINC01800	0.0	0.52	0.48
chr7:132068247-132261323	PLXNA4	0.0	0.52	0.48
chr11:93211639-93276546	SMCO4	0.0	0.52	0.48
chr2:207516345-207583120	DYTN	0.0	0.52	0.48
chr3:157177410-157213295	VEPH1	0.0	0.52	0.48
chr3:14153577-14166371	CHCHD4	0.0	0.52	0.48
chr8:104310661-104345094	FZD6	0.0	0.52	0.48
chr1:41454120-41478237	CTPS1	0.0	0.52	0.48
chr1:49193195-49242641	BEND5	0.0	0.52	0.48
chr3:187439165-187452695	BCL6	0.0	0.52	0.48
chr3:187439165-187454285	BCL6	0.0	0.52	0.48
chr3:187439165-187463513	BCL6	0.0	0.52	0.48
chr3:157177410-157221415	VEPH1	0.0	0.52	0.48
chr9:69652152-69712879	LOC101929583	0.0	0.52	0.48
chr8:23699434-23712320	STC1	0.0	0.52	0.48
chr12:94960900-95009927	TMCC3	0.0	0.52	0.48
chr2:47314130-47382517	STPG4	0.0	0.52	0.48
chr2:48667908-48742531	PPP1R21	0.0	0.52	0.48
chr8:97384154-97399666	LOC102724804	0.0	0.52	0.48
chr17:36921944-36956158	PIP4K2B	0.0	0.52	0.48
chr5:78111334-78281766	ARSB	0.0	0.52	0.48
chr8:97384154-97398876	LOC102724804	0.0	0.52	0.48
chr16:20320896-20338942	GP2	0.0	0.52	0.48
chr11:125826713-125933187	CDON	0.0	0.52	0.48
chr3:187682500-187694195	LINC01991	0.0	0.52	0.48
chr1:161475205-161489360	FCGR2A	0.0	0.52	0.48
chr7:112121066-112130943	LSMEM1	0.0	0.52	0.48
chr6:43858765-43905944	LINC01512	0.0	0.522	0.478
chr18:47901392-47920538	SKA1	0.0	0.522	0.478
chr7:34697851-34917944	NPSR1	0.0	0.522	0.478
chr3:119243140-119278481	CD80	0.0	0.522	0.478
chr5:5140443-5320415	ADAMTS16	0.0	0.522	0.478
chr11:12159937-12285337	MICAL2	0.0	0.522	0.478
chr14:95078714-95090390	SERPINA3	0.0	0.522	0.478
chr10:4249068-4286104	LINC00702	0.0	0.522	0.478
chr8:133133105-133493004	KCNQ3	0.0	0.522	0.478
chr3:153993457-154042286	DHX36	0.0	0.522	0.478
chr1:175291935-175712752	TNR	0.0	0.522	0.478
chr8:133133105-133459509	KCNQ3	0.0	0.522	0.478
chr12:13236471-13248740	GSG1	0.0	0.522	0.478
chr6_cox_hap2:4306477-4316060	LOC100294145	0.0	0.522	0.478
chr13:24553765-24881212	SPATA13	0.0	0.522	0.478
chr9:82439445-82649470	LINC01507	0.0	0.522	0.478
chr2:199164087-199239821	LINC01923	0.0	0.522	0.478
chr9:86678358-86709494	LOC101927575	0.0	0.522	0.478
chr16:19297105-19322269	CLEC19A	0.0	0.522	0.478
chr2:168675182-168727366	B3GALT1	0.0	0.522	0.478
chr14:51441981-51562422	TRIM9	0.0	0.522	0.478
chr5:71852904-71867569	LOC102503427	0.0	0.522	0.478
chr16:7382751-7763340	RBFOX1	0.0	0.522	0.478
chr1:115828537-115880857	NGF	0.0	0.522	0.478
chr11:4701401-4719076	OR51E2	0.0	0.522	0.478
chr3:192514605-192635950	MB21D2	0.0	0.522	0.478
chr1:230011297-230021565	LINC01682	0.0	0.522	0.478
chr9:123151147-123342448	CDK5RAP2	0.0	0.522	0.478
chr1:119425666-119532179	TBX15	0.0	0.522	0.478
chr13:24553765-24609166	SPATA13	0.0	0.522	0.478
chr2:186652747-186664878	FSIP2-AS1	0.0	0.522	0.478
chr20:46608837-46618861	LINC01522	0.0	0.522	0.478
chr12:13236471-13256630	GSG1	0.0	0.522	0.478
chr10:50222290-50323577	VSTM4	0.0	0.522	0.478
chr6:118407066-118416635	LOC105377967	0.0	0.522	0.478
chr9:93589702-93660842	SYK	0.0	0.522	0.478
chr6:161551057-161695107	AGPAT4	0.0	0.522	0.478
chr6:32861953-32871535	LOC100294145	0.0	0.524	0.476
chr7:134464164-134655480	CALD1	0.0	0.524	0.476
chr18:56148482-56296189	ALPK2	0.0	0.524	0.476
chr18:22040593-22059921	HRH4	0.0	0.524	0.476
chr1:175126123-175161949	KIAA0040	0.0	0.524	0.476
chr17:70338952-70351277	LINC02003	0.0	0.524	0.476
chr1:197886517-197899273	LHX9	0.0	0.524	0.476
chr1:244998631-245008365	COX20	0.0	0.524	0.476
chr6:40846625-40991019	LOC101929555	0.0	0.524	0.476
chr17:45286714-45301045	MYL4	0.0	0.524	0.476
chr1:160708847-160724608	SLAMF7	0.0	0.524	0.476
chr1:175126123-175162229	KIAA0040	0.0	0.524	0.476
chr12:9795464-9811010	LOC374443	0.0	0.524	0.476
chr6:131148545-131158276	SMLR1	0.0	0.524	0.476
chr6:167525295-167552629	CCR6	0.0	0.524	0.476
chr18:22208146-22242162	LINC01915	0.0	0.524	0.476
chr17:49707674-50237161	CA10	0.0	0.524	0.476
chr5:169288310-169407761	FAM196B	0.0	0.524	0.476
chrX:79270255-79287268	TBX22	0.0	0.524	0.476
chr9:91620686-91793682	SHC3	0.0	0.524	0.476
chr13:43787269-44361116	ENOX1	0.0	0.524	0.476
chr5:121772192-121814782	MGC32805	0.0	0.524	0.476
chr9:27325207-27529850	MOB3B	0.0	0.524	0.476
chr11:130771558-130786382	SNX19	0.0	0.524	0.476
chr5:80625947-80689988	ACOT12	0.0	0.524	0.476
chr11:65190269-65213009	NEAT1	0.0	0.524	0.476
chr3:41391894-42003932	ULK4	0.0	0.524	0.476
chr2:108994367-109005426	SULT1C4	0.0	0.524	0.476
chr9:103791031-104087417	PLPPR1	0.0	0.524	0.476
chr10:90694831-90751154	ACTA2	0.0	0.524	0.476
chr10:90694831-90712580	ACTA2	0.0	0.524	0.476
chr4:139010168-139099331	SLC7A11-AS1	0.0	0.524	0.476
chr2:68023186-68052694	LINC01812	0.0	0.524	0.476
chr1:66999252-67216822	SGIP1	0.0	0.524	0.476
chr15:81605007-81616524	STARD5	0.0	0.524	0.476
chr13:43787269-44203613	ENOX1	0.0	0.524	0.476
chr11:36422547-36486754	PRR5L	0.0	0.524	0.476
chr3:171594142-171618530	TMEM212-AS1	0.0	0.524	0.476
chr15:81605011-81616524	STARD5	0.0	0.524	0.476
chr7:149944301-150000069	ACTR3C	0.0	0.524	0.476
chr7:150147718-150176483	GIMAP8	0.0	0.524	0.476
chr10:122521324-122610691	WDR11-AS1	0.0	0.524	0.476
chr3:113005777-113160361	CFAP44	0.0	0.524	0.476
chr7:149944301-150020758	ACTR3C	0.0	0.524	0.476
chr10:129676105-129691211	CLRN3	0.0	0.524	0.476
chr21:26934457-26947480	MIR155HG	0.0	0.524	0.476
chr11:60163487-60185228	MS4A14	0.0	0.524	0.476
chr2:173600525-173917620	RAPGEF4	0.0	0.526	0.474
chr1:213992984-214159496	PROX1-AS1	0.0	0.526	0.474
chr3:114033347-114619469	ZBTB20	0.0	0.526	0.474
chr10:95351593-95361501	RBP4	0.0	0.526	0.474
chr10:95351593-95361270	RBP4	0.0	0.526	0.474
chr10:95351593-95360993	RBP4	0.0	0.526	0.474
chr3:37831581-37903271	ITGA9-AS1	0.0	0.526	0.474
chr3:114033347-114478124	ZBTB20	0.0	0.526	0.474
chr3:29305685-29322430	RBMS3-AS3	0.0	0.526	0.474
chr3:46477496-46506653	LTF	0.0	0.526	0.474
chr11:117857106-117872199	IL10RA	0.0	0.526	0.474
chr4:148402069-148466106	EDNRA	0.0	0.526	0.474
chr3:114033347-114343792	ZBTB20	0.0	0.526	0.474
chr8:70505135-70573147	SULF1	0.0	0.526	0.474
chr3:114033347-114343053	ZBTB20	0.0	0.526	0.474
chr5:6448736-6496834	UBE2QL1	0.0	0.526	0.474
chr3:114033347-114102489	ZBTB20	0.0	0.526	0.474
chr5:7396343-7830194	ADCY2	0.0	0.526	0.474
chr1:184760159-184943718	FAM129A	0.0	0.526	0.474
chr3:46477496-46505161	LTF	0.0	0.526	0.474
chr3:46477496-46526724	LTF	0.0	0.526	0.474
chr18:44057217-44099049	LOXHD1	0.0	0.526	0.474
chr6:89887223-89927496	GABRR1	0.0	0.526	0.474
chr6:57037104-57050012	BAG2	0.0	0.526	0.474
chr3:164904508-164913790	SLITRK3	0.0	0.526	0.474
chr12:26348506-26387708	SSPN	0.0	0.526	0.474
chr3:164904508-164914897	SLITRK3	0.0	0.526	0.474
chr9:100883257-100935174	CORO2A	0.0	0.526	0.474
chr18:44057217-44236996	LOXHD1	0.0	0.526	0.474
chr2:173292082-173371183	ITGA6	0.0	0.526	0.474
chr5:159895258-159914433	MIR3142HG	0.0	0.526	0.474
chr7:23286316-23314729	GPNMB	0.0	0.526	0.474
chr6:47754804-47794116	OPN5	0.0	0.526	0.474
